"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2020 or later","Margin of Error!!Total:!!Built 2020 or later","Estimate!!Total:!!Built 2010 to 2019","Margin of Error!!Total:!!Built 2010 to 2019","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"0500000US06001","Alameda County, California","617045","836","906","224","28775","1059","44067","1223","52757","1432","74248","2096","94600","1898","81941","1945","79346","1846","41994","1273","118411","1683",
"0500000US06003","Alpine County, California","1626","100","0","13","33","31","193","57","298","72","351","86","389","74","155","53","67","31","50","33","90","39",
"0500000US06005","Amador County, California","18708","156","7","12","504","172","3458","485","2464","350","3570","405","4312","422","1513","349","729","207","595","161","1556","298",
"0500000US06007","Butte County, California","95047","288","441","207","5323","626","10194","626","12249","859","17491","924","19502","1059","8758","662","9323","679","5349","609","6417","514",
"0500000US06009","Calaveras County, California","27476","73","39","62","1015","236","4969","485","5744","599","6340","471","4318","479","2437","359","1092","279","597","170","925","270",
"0500000US06011","Colusa County, California","8085","43","0","25","514","173","1123","235","1018","214","1022","196","1217","249","749","155","1048","204","449","149","945","194",
"0500000US06013","Contra Costa County, California","421239","284","350","118","18615","1071","50022","1752","53879","1720","66031","1959","77782","1755","55826","1566","52070","1552","28540","1273","18124","943",
"0500000US06015","Del Norte County, California","11093","112","45","39","447","158","1198","249","2216","343","1942","305","2048","309","963","202","1591","321","273","116","370","118",
"0500000US06017","El Dorado County, California","92999","216","134","51","3938","450","13924","711","15351","906","18012","806","20216","905","9853","742","6057","571","2616","419","2898","465",
"0500000US06019","Fresno County, California","336509","368","582","214","23362","1235","48408","1585","49742","1557","45151","1599","59341","1762","36258","1482","38296","1457","16641","1033","18728","1080",
"0500000US06021","Glenn County, California","10890","39","75","77","426","180","1060","219","1481","271","1781","261","1941","294","1198","238","1118","193","806","197","1004","220",
"0500000US06023","Humboldt County, California","62137","184","43","38","2391","394","5328","526","7743","599","8154","731","9312","718","6939","584","8850","604","4401","531","8976","735",
"0500000US06025","Imperial County, California","56636","172","85","71","4053","511","11888","778","11139","790","7943","735","8648","774","5170","521","4606","507","1819","348","1285","275",
"0500000US06027","Inyo County, California","9457","171","3","5","290","91","536","123","856","192","1519","260","1819","230","1520","230","1062","203","828","213","1024","223",
"0500000US06029","Kern County, California","299810","565","159","97","18876","1202","52665","1717","42233","1642","50225","1935","48167","1590","28834","1450","31690","1322","13528","1075","13433","1100",
"0500000US06031","Kings County, California","46145","272","68","62","3159","487","8300","490","8650","661","6882","519","6568","661","4662","552","3099","370","2331","352","2426","321",
"0500000US06033","Lake County, California","34309","79","90","86","1295","329","4614","567","4235","578","6951","823","7199","583","3827","419","3331","547","1176","287","1591","344",
"0500000US06035","Lassen County, California","12273","218","11","15","243","97","1734","292","1696","286","1959","293","2152","289","1150","236","1078","196","1043","186","1207","188",
"0500000US06037","Los Angeles County, California","3578801","1221","3597","490","126041","2726","193244","3347","230988","3637","422227","4716","496887","5228","518316","5380","711567","5028","355133","3839","520801","4573",
"0500000US06039","Madera County, California","49512","273","52","50","2899","441","10599","873","9004","686","7269","572","9728","609","3262","405","2830","408","2157","317","1712","380",
"0500000US06041","Marin County, California","111570","343","33","31","1965","316","5306","522","8203","663","10997","706","20618","967","22218","952","20409","1153","6646","576","15175","895",
"0500000US06043","Mariposa County, California","9832","182","0","21","269","128","1380","240","1811","273","2128","328","1639","263","1140","242","512","156","415","150","538","167",
"0500000US06045","Mendocino County, California","41276","151","15","20","1131","290","3950","453","5031","533","6779","642","9191","839","3726","491","4591","459","2136","329","4726","519",
"0500000US06047","Merced County, California","86767","196","65","54","3483","491","17601","852","12313","773","11957","729","15443","908","8177","686","7772","666","5358","550","4598","516",
"0500000US06049","Modoc County, California","4809","100","0","19","25","25","414","114","704","160","811","162","862","186","407","127","473","158","327","96","786","128",
"0500000US06051","Mono County, California","13616","32","0","21","101","93","1382","306","1710","329","3394","501","4095","429","1718","323","434","169","166","88","616","197",
"0500000US06053","Monterey County, California","143094","576","89","71","5175","531","12856","710","18039","999","19766","1182","26467","1143","21158","1032","20212","933","9238","679","10094","763",
"0500000US06055","Napa County, California","55446","176","59","45","2303","323","6290","438","6922","457","7421","556","9922","586","6929","556","7844","506","3028","299","4728","480",
"0500000US06057","Nevada County, California","53442","109","91","66","1774","345","6795","563","8794","687","13350","756","11723","815","4277","630","2143","367","1503","343","2992","401",
"0500000US06059","Orange County, California","1121753","808","2209","466","72278","2094","91977","2243","128784","2443","162540","2999","259496","3439","209990","2830","143842","2399","23093","1165","27544","1183",
"0500000US06061","Placer County, California","170324","255","447","184","15103","702","44501","1207","33037","1223","26934","1000","23644","872","11360","645","6974","555","3438","426","4886","460",
"0500000US06063","Plumas County, California","15422","58","7","13","332","113","2080","274","2797","309","2292","279","3218","359","1799","301","1509","254","631","162","757","205",
"0500000US06065","Riverside County, California","844425","1228","2411","432","60814","1745","210544","2894","132127","2913","175741","2820","118103","2731","62620","1592","49887","1459","14396","900","17782","1018",
"0500000US06067","Sacramento County, California","583858","1160","1024","353","25346","1426","84226","1781","79035","1682","98315","1682","108439","2182","67262","1917","69351","2108","23030","1174","27830","1095",
"0500000US06069","San Benito County, California","19961","96","56","40","1579","210","2199","273","4776","409","3721","415","3051","373","1236","266","999","216","721","176","1623","277",
"0500000US06071","San Bernardino County, California","728674","695","1332","321","35596","1444","103351","2580","93666","2416","162358","3040","122915","2627","74350","2429","81094","1907","28051","1410","25961","1260",
"0500000US06073","San Diego County, California","1221613","1200","1902","361","62303","2094","144386","2829","148757","3151","227258","3239","271337","3435","145854","2725","127906","2605","41034","1554","50876","2003",
"0500000US06075","San Francisco County, California","404720","594","234","166","21938","1223","25498","1559","16956","1129","21791","1290","29326","1536","31787","1299","34635","1373","35638","1266","186917","2661",
"0500000US06077","San Joaquin County, California","249018","415","523","229","15329","1059","46390","1537","34257","1425","36512","1373","37714","1329","23410","1064","24536","1092","13125","906","17222","951",
"0500000US06079","San Luis Obispo County, California","123033","858","173","89","7541","766","18558","1145","14810","916","25687","1195","24004","1028","12378","984","8909","711","4743","668","6230","613",
"0500000US06081","San Mateo County, California","282570","322","398","158","12543","654","15188","926","17128","864","26467","1070","47219","1635","48629","1765","62637","1683","28742","1054","23619","1100",
"0500000US06083","Santa Barbara County, California","157809","354","86","72","7243","546","13097","833","15420","812","23988","916","28644","1136","31693","1236","19507","990","5272","501","12859","881",
"0500000US06085","Santa Clara County, California","683510","482","1036","217","50906","1459","60639","1766","65534","1651","81431","1915","146931","2298","122687","1980","96920","1773","23886","1105","33540","1186",
"0500000US06087","Santa Cruz County, California","106110","518","0","31","2855","529","7798","619","9422","758","16221","903","22731","1021","15583","978","11425","897","7872","708","12203","800",
"0500000US06089","Shasta County, California","79490","176","163","92","2962","461","10165","565","12145","727","16103","786","16664","858","9150","620","7437","600","2810","371","1891","301",
"0500000US06091","Sierra County, California","2099","102","0","13","124","106","116","68","118","75","420","138","359","91","326","98","165","76","102","58","369","106",
"0500000US06093","Siskiyou County, California","23041","82","53","48","790","142","2497","243","2625","255","3816","337","4465","386","1976","260","1915","262","1492","234","3412","333",
"0500000US06095","Solano County, California","161341","323","262","154","7923","678","19301","940","23494","1017","34764","1270","31790","1006","15875","1040","12823","772","6286","534","8823","614",
"0500000US06097","Sonoma County, California","205136","354","705","253","8197","720","21190","1067","28125","1276","37348","1256","42194","1429","23870","1078","18171","1134","8932","789","16404","795",
"0500000US06099","Stanislaus County, California","182606","275","61","64","5013","540","30317","1158","25918","1345","31516","1164","36223","1335","17659","1135","15605","889","8829","784","11465","823",
"0500000US06101","Sutter County, California","34458","112","21","27","786","284","6491","469","5335","440","5027","507","5790","517","4199","449","3079","353","1908","268","1822","236",
"0500000US06103","Tehama County, California","27347","117","1","3","793","225","4607","466","3659","471","4580","505","5018","566","2825","319","2840","465","1186","285","1838","279",
