State,County,year,Total Population of Children <72 Months of Age,Number of Children Tested <72 Months of Age,Number of Children with Confirmed BLLs ³5 µg/dL,Percent of Children with Confirmed BLLs ³5 µg/dL,Number of Children with Confirmed BLLs ³10 µg/dL,Percent of Children with Confirmed BLLs ³10 µg/dL,Number of Children with Confirmed BLLs 5-9 µg/dL,Number of Children with Confirmed BLLs 10-14 µg/dL,Number of Children with Confirmed BLLs 15-19 µg/dL,Number of Children with Confirmed BLLs 20-24 µg/dL,Number of Children with Confirmed BLLs 25-44 µg/dL,Number of Children with Confirmed BLLs ³45 µg/dL
OK,Comanche,2021,9840,730,6,0.80%,0,0.00%,6,0,0,0,0,0
OK,Cotton,2021,376,16,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Craig,2021,945,51,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Creek,2021,5181,474,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Custer,2021,2334,130,SD,SD,SD,SD,SD,0,SD,SD,0,0
OK,Delaware,2021,2592,232,SD,SD,SD,SD,SD,SD,0,SD,0,0
OK,Dewey,2021,367,26,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Ellis,2021,250,14,SD,SD,SD,SD,0,SD,0,0,0,0
OK,Garfield,2021,5167,86,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Garvin,2021,2124,150,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Grady,2021,3693,409,SD,SD,SD,SD,SD,SD,0,0,SD,0
OK,Grant,2021,316,13,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Greer,2021,341,26,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Harmon,2021,183,22,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Harper,2021,247,14,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Haskell,2021,849,99,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Hughes,2021,958,92,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Jackson,2021,2135,348,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Jefferson,2021,432,22,SD,SD,SD,SD,0,0,SD,0,0,0
OK,Johnston,2021,768,67,SD,SD,SD,SD,0,SD,0,0,0,0
OK,Kay,2021,3288,623,14,2.20%,SD,SD,11,SD,0,0,SD,0
OK,Kingfisher,2021,1228,58,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Kiowa,2021,729,54,SD,SD,SD,SD,SD,0,SD,0,0,0
OK,Latimer,2021,763,67,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Le Flore,2021,3707,309,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Lincoln,2021,2373,228,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Logan,2021,3315,355,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Love,2021,806,72,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,McClain,2021,2921,284,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,McCurtain,2021,2701,424,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,McIntosh,2021,1187,134,SD,SD,SD,SD,0,0,SD,0,0,0
OK,Major,2021,614,27,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Marshall,2021,1214,126,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Mayes,2021,2869,243,SD,SD,SD,SD,0,SD,0,0,0,0
OK,Murray,2021,999,74,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Muskogee,2021,5214,575,9,1.60%,SD,SD,7,SD,0,0,SD,0
OK,Noble,2021,768,95,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Nowata,2021,771,63,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Okfuskee,2021,816,89,SD,SD,SD,SD,SD,0,SD,0,0,0
OK,Oklahoma,2021,68681,6733,39,0.60%,11,0.20%,28,7,SD,0,SD,0
OK,Okmulgee,2021,2695,314,SD,SD,SD,SD,SD,0,SD,0,SD,0
OK,Osage,2021,2822,325,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Ottawa,2021,2454,215,SD,SD,SD,SD,SD,SD,SD,0,0,0
OK,Pawnee,2021,1161,119,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Payne,2021,4872,636,6,0.90%,SD,SD,SD,SD,SD,0,0,0
OK,Pittsburg,2021,3132,258,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Pontotoc,2021,3059,285,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Pottawatomie,2021,5228,502,14,2.80%,SD,SD,9,SD,SD,0,0,0
OK,Pushmataha,2021,740,66,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Roger Mills,2021,259,14,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Rogers,2021,6550,713,SD,SD,SD,SD,SD,0,SD,SD,0,SD
OK,Seminole,2021,1874,150,SD,SD,SD,SD,0,0,0,SD,0,0
OK,Sequoyah,2021,3235,360,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Stephens,2021,3088,177,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Texas,2021,2036,184,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Tillman,2021,479,57,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Tulsa,2021,54814,5249,41,0.80%,11,0.20%,30,SD,SD,SD,SD,0
OK,Wagoner,2021,5817,600,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Washington,2021,3974,379,SD,SD,SD,SD,SD,0,0,0,0,SD
OK,Washita,2021,810,69,0,0.00%,0,0.00%,0,0,0,0,0,0
OK,Woods,2021,614,22,SD,SD,SD,SD,SD,SD,0,0,0,0
OK,Woodward,2021,1571,88,SD,SD,0,0.00%,SD,0,0,0,0,0
OK,Unknown,2021,0,10495,76,0.70%,20,0.20%,56,12,SD,SD,SD,0
RI ,Bristol,2021,2363,857,SD,SD,SD,SD,SD,0,SD,0,0,0
RI ,Kent,2021,9516,2343,26,1.10%,7,0.30%,19,6,SD,0,0,0
RI ,Newport,2021,4177,1056,20,1.90%,SD,SD,18,SD,0,0,0,0
RI ,Providence,2021,43235,12728,438,3.40%,114,0.90%,324,71,28,SD,10,SD
RI ,Washington,2021,5589,1214,12,1.00%,SD,SD,10,SD,SD,0,0,0
RI ,Unknown,2021,0,738,15,2.00%,7,0.90%,8,SD,0,0,SD,SD
SC,Abbeville,2021,1419,216,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Aiken,2021,11669,1187,16,1.30%,8,0.70%,8,SD,SD,0,SD,0
SC,Allendale,2021,492,21,0,0.00%,0,0.00%,0,0,0,0,0,0
SC,Anderson,2021,14213,1578,15,1.00%,SD,SD,12,SD,SD,0,SD,0
SC,Bamberg,2021,773,101,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Barnwell,2021,1482,78,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Beaufort,2021,11359,1021,SD,SD,SD,SD,SD,0,SD,0,0,0
SC,Berkeley,2021,18016,2289,7,0.30%,SD,SD,SD,SD,SD,0,0,0
SC,Calhoun,2021,809,148,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Charleston,2021,28324,4210,32,0.80%,9,0.20%,23,SD,SD,SD,SD,0
SC,Cherokee,2021,4060,450,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Chester,2021,2318,242,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Chesterfield,2021,3075,344,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Clarendon,2021,1808,463,8,1.70%,SD,SD,SD,0,SD,SD,SD,0
SC,Colleton,2021,2832,342,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Darlington,2021,4646,567,9,1.60%,SD,SD,6,SD,0,0,SD,0
SC,Dillon,2021,2389,170,SD,SD,SD,SD,SD,SD,SD,0,0,0
SC,Dorchester,2021,11847,1550,SD,SD,SD,SD,SD,0,SD,0,0,0
SC,Edgefield,2021,1276,160,SD,SD,SD,SD,SD,0,0,SD,0,0
SC,Fairfield,2021,1191,157,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Florence,2021,9862,1111,26,2.30%,SD,SD,21,SD,0,0,0,0
SC,Georgetown,2021,3226,404,0,0.00%,0,0.00%,0,0,0,0,0,0
SC,Greenville,2021,39195,6139,23,0.40%,6,0.10%,17,SD,SD,0,0,0
SC,Greenwood,2021,5175,972,17,1.70%,SD,SD,13,SD,0,SD,0,0
SC,Hampton,2021,1224,133,0,0.00%,0,0.00%,0,0,0,0,0,0
SC,Horry,2021,19292,2244,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Jasper,2021,2119,248,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Kershaw,2021,4641,563,SD,SD,SD,SD,SD,SD,0,0,SD,0
SC,Lancaster,2021,6854,696,6,0.90%,SD,SD,SD,SD,0,0,0,0
SC,Laurens,2021,4815,772,16,2.10%,SD,SD,13,SD,SD,0,0,0
SC,Lee,2021,969,143,SD,SD,SD,SD,0,SD,0,0,0,SD
SC,Lexington,2021,20735,3067,20,0.70%,9,0.30%,11,8,0,0,SD,0
SC,McCormick,2021,283,52,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Marion,2021,2049,277,7,2.50%,SD,SD,SD,SD,SD,0,0,0
SC,Marlboro,2021,1630,321,12,3.70%,6,1.90%,6,SD,0,SD,SD,0
SC,Newberry,2021,2588,540,7,1.30%,SD,SD,SD,SD,0,0,0,0
SC,Oconee,2021,4592,261,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Orangeburg,2021,5697,908,SD,SD,SD,SD,SD,SD,0,0,0,0
SC,Pickens,2021,7541,1214,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Richland,2021,28861,4267,16,0.40%,6,0.10%,10,6,0,0,0,0
SC,Saluda,2021,1412,341,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Spartanburg,2021,24109,3332,17,0.50%,6,0.20%,11,SD,SD,SD,SD,0
SC,Sumter,2021,8540,1191,19,1.60%,7,0.60%,12,SD,SD,0,0,0
SC,Union,2021,1797,273,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,Williamsburg,2021,1791,264,SD,SD,0,0.00%,SD,0,0,0,0,0
SC,York,2021,20188,2317,6,0.30%,0,0.00%,6,0,0,0,0,0
SC,Unknown,2021,0,547,8,1.50%,SD,SD,SD,SD,SD,0,SD,0
WV,Barbour,2021,975,95,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Berkeley,2021,9068,500,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Boone,2021,1241,87,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Braxton,2021,747,62,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Brooke,2021,1190,40,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Cabell,2021,5908,95,7,7.40%,SD,SD,6,0,0,0,SD,0
WV,Calhoun,2021,361,36,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Clay,2021,531,35,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Doddridge,2021,364,45,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Fayette,2021,2568,209,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Gilmer,2021,351,31,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Grant,2021,722,61,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Greenbrier,2021,2005,222,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Hampshire,2021,1271,47,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Hancock,2021,1541,26,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Hardy,2021,898,58,SD,SD,SD,SD,0,0,0,0,SD,0
WV,Harrison,2021,4359,471,SD,SD,SD,SD,SD,SD,SD,0,0,0
WV,Jackson,2021,1849,130,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Jefferson,2021,3559,88,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Kanawha,2021,10952,865,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Lewis,2021,1034,112,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Lincoln,2021,1353,58,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Logan,2021,2016,83,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,McDowell,2021,1026,62,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Marion,2021,3596,249,7,2.80%,SD,SD,SD,SD,0,0,0,0
WV,Marshall,2021,1681,107,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Mason,2021,1678,44,SD,SD,SD,SD,SD,SD,SD,SD,0,0
WV,Mercer,2021,3973,264,6,2.30%,SD,SD,SD,SD,0,0,SD,0
WV,Mineral,2021,1653,155,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Mingo,2021,1639,41,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Monongalia,2021,6053,385,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Monroe,2021,774,69,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Morgan,2021,852,69,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Nicholas,2021,1452,120,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Ohio,2021,2526,99,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Pendleton,2021,379,25,SD,SD,SD,SD,0,SD,0,0,0,0
WV,Pleasants,2021,477,46,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Pocahontas,2021,459,39,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Preston,2021,2002,110,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Putnam,2021,3441,166,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Raleigh,2021,4680,473,7,1.50%,SD,SD,SD,SD,0,SD,0,0
WV,Randolph,2021,1679,182,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Ritchie,2021,598,40,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Roane,2021,748,52,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Summers,2021,586,70,SD,SD,SD,SD,0,SD,0,0,0,0
WV,Taylor,2021,944,74,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Tucker,2021,311,39,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Tyler,2021,480,34,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Upshur,2021,1498,91,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Wayne,2021,2330,30,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Webster,2021,465,43,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Wetzel,2021,992,41,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Wirt,2021,333,21,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Wood,2021,5490,293,11,3.80%,SD,SD,8,SD,0,SD,SD,0
WV,Wyoming,2021,1149,135,SD,SD,SD,SD,0,SD,0,0,0,0
WV,Unknown,2021,0,1253,8,0.60%,SD,SD,6,SD,0,0,0,0
WI,Adams,2021,826,104,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Ashland,2021,1033,185,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Barron,2021,3023,358,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Bayfield,2021,834,106,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Brown,2021,19418,3722,28,0.80%,10,0.30%,18,SD,SD,SD,0,SD
WI,Buffalo,2021,807,82,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Burnett,2021,771,123,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Calumet,2021,3130,290,8,2.80%,SD,SD,7,0,SD,0,0,0
WI,Chippewa,2021,4263,503,14,2.80%,SD,SD,9,SD,0,0,0,0
WI,Clark,2021,3425,323,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Columbia,2021,3699,408,10,2.50%,SD,SD,6,SD,0,0,0,0
WI,Crawford,2021,928,114,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Dane,2021,35660,4285,17,0.40%,SD,SD,15,SD,SD,0,0,0
WI,Dodge,2021,4797,594,11,1.90%,SD,SD,7,SD,SD,SD,0,0
WI,Door,2021,1318,146,SD,SD,SD,SD,0,SD,0,0,0,0
WI,Douglas,2021,2520,552,8,1.40%,SD,SD,6,SD,0,0,0,0
WI,Dunn,2021,2734,251,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Eau Claire,2021,6908,780,7,0.90%,SD,SD,SD,SD,0,0,0,SD
WI,Florence,2021,183,23,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Fond du Lac,2021,6522,975,24,2.50%,SD,SD,19,SD,SD,0,SD,0
WI,Forest,2021,591,44,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Grant,2021,3516,189,SD,SD,SD,SD,0,SD,0,0,0,0
WI,Green,2021,2293,337,6,1.80%,SD,SD,SD,SD,0,0,SD,0
WI,Green Lake,2021,1258,105,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Iowa,2021,1508,85,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Iron,2021,225,29,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Jackson,2021,1434,134,SD,SD,SD,SD,0,0,SD,0,0,0
WI,Jefferson,2021,5018,670,14,2.10%,SD,SD,10,SD,0,SD,SD,0
WI,Juneau,2021,1693,168,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Kenosha,2021,11305,1398,25,1.80%,7,0.50%,18,SD,SD,SD,SD,0
WI,Kewaunee,2021,1243,254,SD,SD,SD,SD,0,0,0,0,SD,0
WI,La Crosse,2021,7063,718,10,1.40%,SD,SD,7,SD,0,0,SD,SD
WI,Lafayette,2021,1301,84,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Langlade,2021,1162,184,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Lincoln,2021,1523,218,6,2.80%,0,0.00%,6,0,0,0,0,0
WI,Manitowoc,2021,4828,895,44,4.90%,14,1.60%,30,11,SD,0,SD,0
WI,Marathon,2021,9519,1149,19,1.70%,SD,SD,16,SD,SD,SD,0,0
WI,Marinette,2021,2270,302,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Marquette,2021,880,79,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Menominee,2021,502,59,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Milwaukee,2021,76368,20995,618,2.90%,221,1.10%,397,108,35,22,42,14
WI,Monroe,2021,3682,505,12,2.40%,SD,SD,10,SD,SD,0,0,0
WI,Oconto,2021,2365,295,SD,SD,SD,SD,SD,SD,0,0,0,0
WI,Oneida,2021,1916,153,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Outagamie,2021,13891,1195,SD,SD,SD,SD,SD,SD,SD,0,0,SD
WI,Ozaukee,2021,5728,629,6,1.00%,SD,SD,SD,0,0,SD,SD,0
WI,Pepin,2021,503,47,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Pierce,2021,2476,337,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Polk,2021,2546,387,SD,SD,SD,SD,SD,SD,0,0,0,0
WI,Portage,2021,4166,701,7,1.00%,0,0.00%,7,0,0,0,0,0
WI,Price,2021,681,135,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Racine,2021,14156,2075,46,2.20%,14,0.70%,32,8,SD,0,SD,0
WI,Richland,2021,1045,78,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Rock,2021,11620,1059,22,2.10%,7,0.70%,15,SD,SD,SD,SD,0
WI,Rusk,2021,881,95,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,St. Croix,2021,6635,747,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Sauk,2021,4586,434,12,2.80%,SD,SD,10,SD,0,0,0,0
WI,Sawyer,2021,922,123,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Shawano,2021,2632,360,SD,SD,SD,SD,SD,0,SD,SD,SD,0
WI,Sheboygan,2021,7577,797,28,3.50%,11,1.40%,17,6,SD,0,SD,SD
WI,Taylor,2021,1373,189,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Trempealeau,2021,2512,339,SD,SD,SD,SD,SD,SD,0,0,0,0
WI,Vernon,2021,2502,190,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Vilas,2021,1174,86,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Walworth,2021,6015,772,14,1.80%,SD,SD,11,SD,SD,SD,0,0
WI,Washburn,2021,819,112,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Washington,2021,8351,618,7,1.10%,0,0.00%,7,0,0,0,0,0
WI,Waukesha,2021,25345,2922,20,0.70%,SD,SD,15,SD,0,SD,SD,0
WI,Waupaca,2021,3146,299,SD,SD,SD,SD,SD,SD,0,0,0,0
WI,Waushara,2021,1319,124,SD,SD,SD,SD,0,SD,0,0,0,0
WI,Winnebago,2021,11181,1143,25,2.20%,8,0.70%,17,SD,SD,SD,0,0
WI,Wood,2021,4933,729,9,1.20%,SD,SD,7,0,SD,0,0,0
WI,Unknown,2021,0,4675,78,1.70%,24,0.50%,54,11,SD,SD,SD,SD
MA,Barnstable,2022,,3675,17,0.462585034,,,,,,,,
MA,Berkshire,2022,,2278,63,2.765583845,,,,,,,,
MA,Bristol,2022,,14398,265,1.840533407,,,,,,,,
MA,Dukes,2022,,349,,SD,,,,,,,,
MA,Essex,2022,,20823,233,1.118955002,,,,,,,,
MA,Franklin,2022,,846,30,3.546099291,,,,,,,,
MA,Hampden,2022,,10494,224,2.134553078,,,,,,,,
MA,Hampshire,2022,,1937,20,1.032524522,,,,,,,,
MA,Middlesex,2022,,39432,398,1.009332522,,,,,,,,
MA,Nantucket,2022,,282,,SD,,,,,,,,
MA,Norfolk,2022,,18405,119,0.646563434,,,,,,,,
MA,Plymouth,2022,,14033,174,1.23993444,,,,,,,,
MA,Suffolk,2022,,17635,310,1.757867876,,,,,,,,
MA,Worcester,2022,,18646,288,1.544567199,,,,,,,,
MN,Aitkin ,,,89,,1.123595506,,,,,,,,
MN,Anoka ,,,3962,,0.201918223,,,,,,,,
MN,Becker ,,,202,,0,,,,,,,,
MN,Beltrami ,,,444,,0.225225225,,,,,,,,
MN,Benton ,,,543,,0.184162063,,,,,,,,
MN,Big Stone ,,,51,,1.960784314,,,,,,,,
MN,Blue Earth ,,,536,,1.492537313,,,,,,,,
MN,Brown ,,,241,,1.244813278,,,,,,,,
MN,Carlton ,,,329,,0.607902736,,,,,,,,
MN,Carver ,,,938,,0.639658849,,,,,,,,
MN,Cass ,,,206,,0.970873786,,,,,,,,
MN,Chippewa ,,,118,,0,,,,,,,,
MN,Chisago ,,,495,,0.202020202,,,,,,,,
MN,Clay ,,,663,,0,,,,,,,,
MN,Clearwater ,,,31,,0,,,,,,,,
MN,Cook ,,,23,,0,,,,,,,,
MN,Cottonwood ,,,56,,0,,,,,,,,
MN,Crow Wing ,,,519,,0,,,,,,,,
MN,Dakota ,,,4729,,0.253753436,,,,,,,,
MN,Dodge ,,,101,,0.99009901,,,,,,,,
MN,Douglas ,,,363,,0.275482094,,,,,,,,
MN,Faribault ,,,110,,1.818181818,,,,,,,,
MN,Fillmore ,,,128,,2.34375,,,,,,,,
MN,Freeborn ,,,248,,2.016129032,,,,,,,,
MN,Goodhue ,,,370,,2.162162162,,,,,,,,
MN,Grant ,,,40,,0,,,,,,,,
MN,Hennepin ,,,12592,,0.627382465,,,,,,,,
MN,Houston ,,,100,,3,,,,,,,,
MN,Hubbard ,,,135,,1.481481481,,,,,,,,
MN,Isanti ,,,417,,0.71942446,,,,,,,,
MN,Itasca ,,,417,,0.959232614,,,,,,,,
MN,Jackson ,,,71,,2.816901408,,,,,,,,
MN,Kanabec ,,,133,,1.503759398,,,,,,,,
MN,Kandiyohi ,,,493,,1.014198783,,,,,,,,
MN,Kittson ,,,16,,0,,,,,,,,
MN,Koochiching ,,,85,,1.176470588,,,,,,,,
MN,Lac qui Parle ,,,53,,0,,,,,,,,
MN,Lake ,,,81,,1.234567901,,,,,,,,
MN,Lake of the Woods ,,,4,,0,,,,,,,,
MN,Le Sueur ,,,239,,0.836820084,,,,,,,,
MN,Lincoln ,,,29,,0,,,,,,,,
MN,Lyon ,,,198,,0,,,,,,,,
MN,McLeod ,,,309,,0.970873786,,,,,,,,
MN,Mahnomen ,,,35,,2.857142857,,,,,,,,
MN,Marshall ,,,27,,3.703703704,,,,,,,,
MN,Martin ,,,189,,2.116402116,,,,,,,,
MN,Meeker ,,,224,,0.446428571,,,,,,,,
MN,Mille Lacs ,,,189,,0,,,,,,,,
MN,Morrison ,,,323,,0.309597523,,,,,,,,
MN,Mower ,,,337,,0.890207715,,,,,,,,
MN,Murray ,,,41,,0,,,,,,,,
MN,Nicollet ,,,272,,0,,,,,,,,
MN,Nobles ,,,301,,0.332225914,,,,,,,,
MN,Norman ,,,61,,1.639344262,,,,,,,,
MN,Olmsted ,,,637,,0.784929356,,,,,,,,
MN,Otter Tail ,,,452,,0.442477876,,,,,,,,
MN,Pennington ,,,116,,0,,,,,,,,
MN,Pine ,,,162,,0.617283951,,,,,,,,
MN,Pipestone ,,,23,,0,,,,,,,,
MN,Polk ,,,199,,1.507537688,,,,,,,,
MN,Pope ,,,88,,1.136363636,,,,,,,,
MN,Ramsey ,,,6445,,1.132660978,,,,,,,,
MN,Red Lake ,,,26,,0,,,,,,,,
MN,Redwood ,,,159,,1.257861635,,,,,,,,
MN,Renville ,,,160,,2.5,,,,,,,,
MN,Rice ,,,626,,0.958466454,,,,,,,,
MN,Rock ,,,18,,0,,,,,,,,
MN,Roseau ,,,33,,3.03030303,,,,,,,,
MN,St. Louis ,,,1599,,1.438398999,,,,,,,,
MN,Scott ,,,1559,,0,,,,,,,,
MN,Sherburne ,,,963,,0.20768432,,,,,,,,
MN,Sibley ,,,135,,1.481481481,,,,,,,,
MN,Stearns ,,,1929,,0.622083981,,,,,,,,
MN,Steele ,,,302,,0.662251656,,,,,,,,
MN,Stevens ,,,76,,0,,,,,,,,
MN,Swift ,,,92,,1.086956522,,,,,,,,
MN,Todd ,,,248,,0,,,,,,,,
MN,Traverse ,,,31,,0,,,,,,,,
MN,Wabasha ,,,114,,1.754385965,,,,,,,,
MN,Wadena ,,,164,,1.219512195,,,,,,,,
MN,Waseca ,,,161,,1.242236025,,,,,,,,
MN,Washington ,,,2452,,0.326264274,,,,,,,,
MN,Watonwan ,,,136,,2.941176471,,,,,,,,
MN,Wilkin ,,,58,,1.724137931,,,,,,,,
MN,Winona ,,,309,,3.236245955,,,,,,,,
MN,Wright ,,,1256,,0,,,,,,,,
MN,Yellow Medicine ,,,82,,1.219512195,,,,,,,,
NM,Catron,,,,,0.00%,,,,,,,,
NM,Chaves,,,,,0.70%,,,,,,,,
NM,Colfax,,,,,0.00%,,,,,,,,
NM,Curry,,,,,1.30%,,,,,,,,
NM,De Baca,,,,,2.90%,,,,,,,,
NM,Dona Ana,,,,,1.30%,,,,,,,,
NM,Eddy,,,,,1.10%,,,,,,,,
NM,Grant,,,,,1.40%,,,,,,,,
NM,Guadalupe,,,,,0.00%,,,,,,,,
NM,Harding,,,,,0.00%,,,,,,,,
NM,Hidalgo,,,,,2.50%,,,,,,,,
NM,Lea,,,,,1.30%,,,,,,,,
NM,Lincoln,,,,,0.60%,,,,,,,,
NM,Los Alamos,,,,,0.00%,,,,,,,,
NM,Luna,,,,,1.40%,,,,,,,,
NM,McKinley,,,,,0.80%,,,,,,,,
NM,Mora,,,,,0.00%,,,,,,,,
NM,Otero,,,,,1.20%,,,,,,,,
NM,Quay,,,,,1.70%,,,,,,,,
