NAME,DP04_0073PE,DP04_0073PM,DP04_0074PE,DP04_0074PM,DP04_0075PE,DP04_0075PM
Geographic Area Name,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available
"Bates County, Missouri",0.3,0.2,1.2,0.9,1,0.6
"Benton County, Missouri",0.4,0.3,1.9,0.8,3.3,1.6
"Bollinger County, Missouri",0.5,0.5,0.3,0.4,0.6,0.6
"Boone County, Missouri",0.3,0.2,0.8,0.4,1,0.3
"Buchanan County, Missouri",0.3,0.2,1.2,0.5,1.8,0.6
"Butler County, Missouri",0.6,0.4,0.9,0.6,1.4,0.6
"Caldwell County, Missouri",1.2,1.3,0.1,0.1,1.9,1
"Callaway County, Missouri",0.5,0.3,1,0.6,1.2,0.7
"Camden County, Missouri",0.2,0.2,0.7,0.4,1.3,0.6
"Cape Girardeau County, Missouri",0.2,0.1,0.6,0.3,0.5,0.3
"Carroll County, Missouri",0.1,0.2,0.1,0.1,1.7,1
"Carter County, Missouri",0.2,0.4,0.2,0.4,0.5,0.9
"Cass County, Missouri",0.4,0.4,0.7,0.5,1.2,0.6
"Cedar County, Missouri",0.8,0.7,0.7,0.7,0.6,0.6
"Chariton County, Missouri",0.8,0.8,1.1,0.8,2.8,1.4
"Christian County, Missouri",0.2,0.2,0.8,0.4,1,0.4
"Clark County, Missouri",1.1,0.9,1.9,1.2,3.6,1.6
"Clay County, Missouri",0.1,0.1,0.4,0.2,0.9,0.2
"Clinton County, Missouri",0.9,0.9,1.4,1.2,2,1.1
"Cole County, Missouri",0.1,0.1,0.5,0.4,1.3,0.5
"Cooper County, Missouri",0.7,0.5,0.9,0.5,1.6,0.6
"Crawford County, Missouri",0.5,0.6,0.9,0.8,2.2,1.2
"Dade County, Missouri",0.1,0.1,0.2,0.3,2.8,1.3
"Dallas County, Missouri",0.1,0.2,2,1.7,1.3,0.8
"Daviess County, Missouri",0.3,0.3,0.3,0.3,3.5,1.3
"DeKalb County, Missouri",0.2,0.2,0.1,0.1,1.6,1.5
"Dent County, Missouri",1.1,0.8,0.9,0.6,1.4,0.7
"Douglas County, Missouri",0.9,0.7,1.2,1,2.5,2.1
"Dunklin County, Missouri",0.4,0.3,0.8,0.6,1.9,0.7
"Franklin County, Missouri",0.4,0.3,0.6,0.3,1,0.3
"Gasconade County, Missouri",0.6,0.6,0.9,0.7,1.5,0.8
"Gentry County, Missouri",2.6,1.3,2.5,1.3,4.2,1.9
"Greene County, Missouri",0.5,0.2,0.9,0.2,1.8,0.3
"Grundy County, Missouri",1,0.6,1.8,0.9,3,1
"Harrison County, Missouri",0.3,0.2,2.1,1.6,1.2,0.7
"Henry County, Missouri",0.9,0.7,0.6,0.4,1.4,0.5
"Hickory County, Missouri",1.8,1.9,1,0.6,1.5,1
"Holt County, Missouri",0,1.8,0.4,0.4,0.5,0.4
"Howard County, Missouri",0.3,0.4,0.9,0.9,1.3,0.8
"Howell County, Missouri",2.1,1.1,2.8,1,2.6,1.1
"Iron County, Missouri",0.3,0.3,0.6,0.5,3.2,1.3
"Jackson County, Missouri",0.3,0.1,0.5,0.1,1,0.1
"Jasper County, Missouri",0.4,0.2,1,0.4,1.4,0.4
"Jefferson County, Missouri",0.3,0.1,0.6,0.2,1.1,0.2
"Johnson County, Missouri",0.7,0.5,0.8,0.6,1.9,0.6
"Knox County, Missouri",1.1,1.2,1.2,1.2,0.7,0.6
"Laclede County, Missouri",0.9,0.6,0.6,0.5,2.1,1.3
"Lafayette County, Missouri",0.5,0.5,0.6,0.5,1.4,0.9
"Lawrence County, Missouri",0.5,0.4,0.5,0.4,1.5,0.6
"Lewis County, Missouri",1,0.8,0.5,0.7,3.1,1.6
"Lincoln County, Missouri",0.1,0.1,0.4,0.4,1.3,0.8
"Linn County, Missouri",1.5,1.2,1.6,1.2,2.6,1.1
"Livingston County, Missouri",1.3,1,1.1,0.8,3.2,1.4
"McDonald County, Missouri",1.3,0.7,0.7,0.5,5.1,2.3
"Macon County, Missouri",1.5,1,1.7,1,2,0.8
"Madison County, Missouri",1,1,1.4,1.2,4.5,2.6
"Maries County, Missouri",0.4,0.5,0.4,0.5,2.2,1.3
"Marion County, Missouri",0,0.3,0.5,0.4,0.5,0.4
"Mercer County, Missouri",2.5,2.2,1.2,1.4,2.3,2
"Miller County, Missouri",0.1,0.1,0.4,0.4,0.9,0.5
"Mississippi County, Missouri",0,0.7,0.1,0.2,2,1.2
"Moniteau County, Missouri",0.4,0.4,0.9,0.9,3.5,1.7
"Monroe County, Missouri",0.9,0.5,1.2,0.5,1.8,0.8
"Montgomery County, Missouri",0.4,0.7,0.4,0.4,3.1,1.7
"Morgan County, Missouri",0.9,0.6,2,0.9,1.7,0.9
"New Madrid County, Missouri",0.3,0.3,0.5,0.4,1.5,0.8
"Newton County, Missouri",0.8,0.4,1.2,0.4,1.4,0.5
"Nodaway County, Missouri",0.4,0.3,0.9,0.5,0.9,0.4
"Oregon County, Missouri",0.1,0.1,1.1,1.4,4.8,2.4
"Osage County, Missouri",0.2,0.3,0.6,0.5,2.1,0.9
"Ozark County, Missouri",1.8,1.7,2.8,2.2,3.7,1.8
"Pemiscot County, Missouri",0.4,0.4,1,0.7,2.7,1.6
"Perry County, Missouri",0.1,0.1,0.4,0.4,1.1,0.7
"Pettis County, Missouri",0.8,0.5,2,0.9,1.4,0.5
"Phelps County, Missouri",0.2,0.2,1.2,0.7,1.9,0.8
"Pike County, Missouri",1.4,1,1,0.6,2.2,0.9
"Platte County, Missouri",0.6,0.3,0.6,0.2,0.5,0.2
"Polk County, Missouri",0.7,0.6,1.7,0.7,1.5,0.8
"Pulaski County, Missouri",0.3,0.2,1,0.6,1.3,0.8
"Putnam County, Missouri",0,1.9,0.5,0.8,1.1,1
"Ralls County, Missouri",0.2,0.3,1.2,0.9,1.6,0.9
"Randolph County, Missouri",0.1,0.1,0.4,0.3,1,0.4
"Ray County, Missouri",0.2,0.1,0.4,0.4,1.2,0.9
"Reynolds County, Missouri",1.2,1.7,0.4,0.4,4.3,2.6
"Ripley County, Missouri",0.4,0.3,0.9,0.9,2.8,1.1
"St. Charles County, Missouri",0.2,0.1,0.5,0.2,0.7,0.1
"St. Clair County, Missouri",1.4,0.8,0.8,0.6,1.6,0.9
"Ste. Genevieve County, Missouri",0,0.5,0,0.1,2.5,1.4
"St. Francois County, Missouri",0.5,0.3,0.9,0.5,1.5,0.7
"St. Louis County, Missouri",0.2,0.1,0.6,0.1,0.6,0.1
"Saline County, Missouri",0.3,0.3,0.7,0.4,3,1.4
"Schuyler County, Missouri",0.6,0.7,0.5,0.6,3.4,2.2
"Scotland County, Missouri",0,2,0.1,0.2,0,2
"Scott County, Missouri",0,0.1,0.3,0.2,1.3,0.8
"Shannon County, Missouri",0.2,0.3,0.5,0.7,4.5,2.4
"Shelby County, Missouri",0,1.4,0,1.4,0.5,0.3
"Stoddard County, Missouri",0.4,0.4,0.4,0.3,2,0.8
"Stone County, Missouri",0.4,0.3,0.7,0.5,0.9,0.6
"Sullivan County, Missouri",0.2,0.3,1.1,1.2,0.8,0.6
"Taney County, Missouri",1,0.7,1.6,0.7,1.8,0.8
"Texas County, Missouri",0.8,0.6,1.6,0.8,3.4,1.5
"Vernon County, Missouri",1.8,0.9,1.7,0.8,2.1,0.7
"Warren County, Missouri",0.1,0.1,0.2,0.1,1.5,0.9
"Washington County, Missouri",1.5,0.9,1.5,0.9,3,1.4
"Wayne County, Missouri",0.7,1,1,1,2.3,1.4
"Webster County, Missouri",3.1,1.1,3.2,1.1,4.1,1.2
"Worth County, Missouri",4,3.9,1.4,1.6,2.9,2.1
"Wright County, Missouri",2,1.5,1.7,1.3,2.3,1.1
"St. Louis city, Missouri",0.3,0.2,0.6,0.2,1.5,0.4
"Beaverhead County, Montana",0.6,0.7,1.1,0.9,1.4,1
"Big Horn County, Montana",2.9,1.1,2.4,1,2.1,1
"Blaine County, Montana",1.5,1.1,1.6,0.8,1.9,1.2
"Broadwater County, Montana",0,1,0.2,0.2,1.5,1.2
"Carbon County, Montana",0.3,0.3,0.4,0.3,1.2,0.6
"Carter County, Montana",0,4.3,1,1.5,3.1,2.5
"Cascade County, Montana",0.2,0.1,0.6,0.3,1.4,0.5
"Chouteau County, Montana",0.1,0.1,0.3,0.2,2.7,1.3
"Custer County, Montana",0.7,0.6,1.2,0.9,6.8,2.3
"Daniels County, Montana",0,3.4,0,3.4,1,1.1
"Dawson County, Montana",0.1,0.1,2.9,2.1,1.4,1.5
"Deer Lodge County, Montana",0,0.7,1.4,1.1,1.4,1.1
"Fallon County, Montana",1.1,1.3,1.1,1.3,0.3,0.5
"Fergus County, Montana",0,0.5,0.7,1,1.2,0.9
"Flathead County, Montana",1.1,0.4,1,0.4,1.5,0.5
"Gallatin County, Montana",0.1,0.1,0.4,0.2,1.3,0.4
"Garfield County, Montana",0,6.6,0,6.6,0.7,0.8
"Glacier County, Montana",0.9,0.7,1,1.3,1.8,1
"Golden Valley County, Montana",0,7.6,0,7.6,1.4,3.1
"Granite County, Montana",1,1.2,0,2,1,1.2
"Hill County, Montana",0.4,0.4,0.6,0.5,1.6,1
"Jefferson County, Montana",1.2,0.8,0.8,0.7,1.2,0.7
"Judith Basin County, Montana",0.8,0.8,2,1.3,4.3,2
"Lake County, Montana",0.6,0.5,0.8,0.5,2.1,0.7
"Lewis and Clark County, Montana",0.3,0.2,1.2,0.5,1.6,0.5
"Liberty County, Montana",0,3.5,16.9,6.6,0,3.5
"Lincoln County, Montana",0.9,0.5,0.9,0.5,1.8,1
"McCone County, Montana",1,1,1,1,2.7,3.5
"Madison County, Montana",0.4,0.6,0.3,0.4,0.3,0.2
"Meagher County, Montana",0,3.3,0,3.3,0,3.3
"Mineral County, Montana",0.7,0.7,0.3,0.3,0.5,0.7
"Missoula County, Montana",0.7,0.3,0.7,0.3,1,0.3
"Musselshell County, Montana",0.1,0.2,0.4,0.5,0,1.3
"Park County, Montana",0.6,0.4,1.1,0.9,1.2,0.7
"Petroleum County, Montana",0,13.1,0,13.1,0,13.1
"Phillips County, Montana",0.4,0.5,0,1.6,1,0.8
"Pondera County, Montana",0.2,0.2,2.1,1.3,0.5,0.4
"Powder River County, Montana",0,3.6,0,3.6,0,3.6
"Powell County, Montana",1,1,1,1,0.6,0.8
"Prairie County, Montana",0,5.5,0,5.5,2.3,3.1
"Ravalli County, Montana",0.7,0.5,1.4,0.6,0.7,0.4
"Richland County, Montana",1.6,0.8,0.1,0.1,0.9,1
"Roosevelt County, Montana",0.6,0.6,0.1,0.2,14,2.7
"Rosebud County, Montana",1.6,1.1,4.7,1.9,18.5,4
"Sanders County, Montana",1.5,0.6,1.3,0.5,3.2,1.5
"Sheridan County, Montana",0.7,0.7,0.7,0.7,1,1
"Silver Bow County, Montana",0.5,0.4,1.1,0.5,1.8,0.9
"Stillwater County, Montana",0.4,0.4,0.8,0.7,0.9,0.9
"Sweet Grass County, Montana",0.1,0.2,1.7,1.6,1.1,1.1
"Teton County, Montana",0.5,0.4,0.4,0.4,0.4,0.4
"Toole County, Montana",0.2,0.2,3.5,1.7,6.4,5.8
"Treasure County, Montana",0,7.9,0,7.9,3.9,3.4
"Valley County, Montana",0,0.1,0.1,0.2,0.5,0.4
"Wheatland County, Montana",1.1,0.7,1.4,1.3,2.5,2.8
"Wibaux County, Montana",0,6.3,0,6.3,0.7,1.1
"Yellowstone County, Montana",0.5,0.2,1.1,0.4,1.3,0.3
"Adams County, Nebraska",0.1,0.1,1.9,0.7,1.9,0.8
"Antelope County, Nebraska",0.3,0.3,1.1,0.7,0.8,0.5
"Arthur County, Nebraska",0,11.7,1.1,1.2,1.1,2.4
"Banner County, Nebraska",0,9.1,0,9.1,0,9.1
"Blaine County, Nebraska",0,11.7,0,11.7,0,11.7
"Boone County, Nebraska",0,1,1.1,0.9,2.1,0.8
"Box Butte County, Nebraska",0.4,0.5,1.2,0.9,0.6,0.6
"Boyd County, Nebraska",1.1,1.3,0.4,0.5,0.5,0.5
"Brown County, Nebraska",0.4,0.6,1.2,1.3,0.9,1
"Buffalo County, Nebraska",0.2,0.2,0.6,0.4,0.9,0.4
"Burt County, Nebraska",0.6,0.6,0.9,0.6,1.7,1
"Butler County, Nebraska",0.4,0.3,1.7,1.3,1.6,0.7
"Cass County, Nebraska",0.1,0.2,0.7,0.3,0.9,0.5
"Cedar County, Nebraska",0,0.7,1.3,0.8,0.7,0.6
"Chase County, Nebraska",0,1.5,2.5,2.1,0,1.5
"Cherry County, Nebraska",0.1,0.2,2.1,2.2,0.1,0.2
"Cheyenne County, Nebraska",0.3,0.5,0.6,0.8,1.4,1
"Clay County, Nebraska",0.9,0.8,0.9,0.7,1,0.5
"Colfax County, Nebraska",0.3,0.2,0.3,0.2,1.5,1.3
"Cuming County, Nebraska",0.6,0.6,1.5,1,0.8,0.7
"Custer County, Nebraska",0.2,0.2,0.8,0.8,1.5,0.8
"Dakota County, Nebraska",0.5,0.5,2.9,1.6,1.2,1.1
"Dawes County, Nebraska",0.4,0.5,1.1,1,0.4,0.3
"Dawson County, Nebraska",0.2,0.3,0.8,0.6,1.2,0.7
"Deuel County, Nebraska",0.5,0.5,0.5,0.5,0.6,0.7
"Dixon County, Nebraska",0.7,0.5,1.3,0.7,2.1,1.3
"Dodge County, Nebraska",0.1,0.1,1.9,1,0.7,0.4
"Douglas County, Nebraska",0.2,0.1,1,0.1,0.9,0.1
"Dundy County, Nebraska",0.2,0.5,0.4,0.7,3.6,2.8
"Fillmore County, Nebraska",0.4,0.4,1.5,1,2.5,1.5
"Franklin County, Nebraska",0,1.8,0,1.8,1.7,1.1
"Frontier County, Nebraska",0.5,0.6,1.7,1.4,2.1,1.7
"Furnas County, Nebraska",1.4,1.5,1.6,0.8,0.8,0.5
"Gage County, Nebraska",0.4,0.3,0.5,0.3,2.1,0.9
"Garden County, Nebraska",0,2.6,0.6,0.8,0.6,0.8
"Garfield County, Nebraska",1.3,1.9,2.1,2.3,1.9,1.7
"Gosper County, Nebraska",0,2.9,2.2,2.1,1.3,1.2
"Grant County, Nebraska",0,7.1,0.7,0.8,0.3,0.7
"Greeley County, Nebraska",1.6,1.5,2.4,1.4,1.6,1.4
"Hall County, Nebraska",0.1,0.1,2.2,0.8,1.5,0.6
"Hamilton County, Nebraska",0.1,0.2,0.3,0.5,1.4,1.2
"Harlan County, Nebraska",0.5,0.7,0.7,0.5,1.6,1
"Hayes County, Nebraska",0,6.2,0,6.2,0.8,1.1
"Hitchcock County, Nebraska",0.5,0.5,1.7,1.3,0.7,0.7
"Holt County, Nebraska",0.3,0.3,1.3,1.1,1.6,1
"Hooker County, Nebraska",2.3,3.9,0,7.1,0,7.1
"Howard County, Nebraska",0.7,1,0.5,0.4,0.9,0.7
"Jefferson County, Nebraska",0.6,1.1,0.6,1.1,1.6,1
"Johnson County, Nebraska",0.6,0.8,0.5,0.8,0.7,0.7
"Kearney County, Nebraska",0.4,0.6,0.9,0.9,0.6,0.4
"Keith County, Nebraska",0.1,0.1,1.1,1.2,0.7,0.6
"Keya Paha County, Nebraska",0,6.6,0,6.6,0.6,0.9
"Kimball County, Nebraska",1.5,1.3,1.4,1.2,2.8,2.7
"Knox County, Nebraska",0.2,0.2,0.6,0.5,1,0.6
"Lancaster County, Nebraska",0.3,0.1,0.9,0.2,0.8,0.2
"Lincoln County, Nebraska",0,0.1,2.1,0.9,2.3,1.1
"Logan County, Nebraska",0,6.8,0,6.8,2.5,3
"Loup County, Nebraska",0,8.2,3.4,3.4,0,8.2
"McPherson County, Nebraska",0,10.6,0,10.6,4,4.5
"Madison County, Nebraska",0.4,0.2,1.8,0.6,1.2,0.5
"Merrick County, Nebraska",1.2,1.3,2.3,1.4,1.1,1.1
"Morrill County, Nebraska",1.8,1.9,1.8,2,0.5,0.6
"Nance County, Nebraska",0.5,0.9,0.5,0.8,1.2,1.1
"Nemaha County, Nebraska",0.3,0.2,0.3,0.3,1.1,0.9
"Nuckolls County, Nebraska",0.2,0.3,0,1.3,1.4,0.9
"Otoe County, Nebraska",0.4,0.3,1.5,0.7,0.7,0.4
"Pawnee County, Nebraska",0.7,1,0.5,0.5,2.7,1.7
"Perkins County, Nebraska",0.3,0.5,0.5,0.7,0.4,0.5
"Phelps County, Nebraska",0,0.6,0.2,0.2,1.1,0.7
"Pierce County, Nebraska",0,0.8,0.8,0.5,2.3,1.2
"Platte County, Nebraska",0.3,0.3,1.6,0.9,0.8,0.4
"Polk County, Nebraska",0.2,0.2,0.6,0.5,1.4,1.2
"Red Willow County, Nebraska",0,0.1,1.9,1.5,1.8,1.6
"Richardson County, Nebraska",0.3,0.5,1,1.1,1.2,0.9
"Rock County, Nebraska",0.7,1.1,0.5,0.8,0.2,0.6
"Saline County, Nebraska",0.1,0.1,0.2,0.2,0.4,0.3
"Sarpy County, Nebraska",0.3,0.1,0.8,0.2,1,0.2
"Saunders County, Nebraska",0.4,0.4,0.3,0.3,0.8,0.5
"Scotts Bluff County, Nebraska",0.4,0.4,1.7,1,1.4,0.6
"Seward County, Nebraska",0.1,0.1,1.4,0.7,0.7,0.5
"Sheridan County, Nebraska",0,1.1,2,1.5,1.3,0.9
"Sherman County, Nebraska",0,1.7,2.7,1.6,1.4,0.9
"Sioux County, Nebraska",0.9,1,0,4.8,0,4.8
"Stanton County, Nebraska",0.8,0.7,2.1,1.4,3.9,2.3
"Thayer County, Nebraska",0.2,0.3,0.8,0.5,3.6,2.1
"Thomas County, Nebraska",0,7.6,0.7,1.2,3.5,3.6
"Thurston County, Nebraska",0.5,0.4,0.8,0.5,3.1,1.2
"Valley County, Nebraska",0.9,1,0.5,0.6,1.9,1.6
"Washington County, Nebraska",0,0.1,1,0.4,1.4,0.9
"Wayne County, Nebraska",0.1,0.1,1.6,1.6,0.7,0.8
"Webster County, Nebraska",0.7,0.6,1.3,1,1.1,0.7
"Wheeler County, Nebraska",1.5,1.4,0.6,1,0.9,1.3
"York County, Nebraska",0.5,0.4,1.4,0.8,2.5,1
"Churchill County, Nevada",0.3,0.3,0.8,0.5,0.5,0.4
"Clark County, Nevada",0.5,0.1,0.8,0.1,1.5,0.1
"Douglas County, Nevada",0.4,0.3,0.8,0.4,1.3,0.6
"Elko County, Nevada",0.4,0.3,0.3,0.3,0.8,0.5
"Esmeralda County, Nevada",0,7.9,0.6,1.1,19.8,17.7
"Eureka County, Nevada",1.8,2.3,0.5,1,0,6.9
"Humboldt County, Nevada",0.2,0.3,0.3,0.3,0.5,0.4
"Lander County, Nevada",0,1.7,0,1.7,0,1.7
"Lincoln County, Nevada",0,2.3,0,2.3,1.7,2.3
"Lyon County, Nevada",0.1,0.1,0.4,0.2,1,0.5
"Mineral County, Nevada",1.4,2.2,0,2.3,0.2,0.4
"Nye County, Nevada",1.2,0.6,1.4,0.6,2.8,1.1
"Pershing County, Nevada",0.6,0.9,0,2.1,0.1,0.1
"Storey County, Nevada",0,2.4,0.4,0.7,1.6,1.8
"Washoe County, Nevada",0.4,0.1,1.1,0.2,1.3,0.2
"White Pine County, Nevada",0.9,1,0.7,0.8,0.6,0.7
"Carson City, Nevada",0.1,0.1,1.5,0.5,2,0.7
"Belknap County, New Hampshire",0.8,0.5,0.8,0.5,2,0.7
"Carroll County, New Hampshire",1,0.5,0.9,0.5,1,0.5
"Cheshire County, New Hampshire",0.4,0.3,0.5,0.3,1.3,0.6
"Coos County, New Hampshire",0.3,0.2,0.7,0.4,1.1,0.4
"Grafton County, New Hampshire",1,0.4,1,0.4,1.4,0.5
"Hillsborough County, New Hampshire",0.4,0.1,0.6,0.2,0.6,0.2
"Merrimack County, New Hampshire",0.5,0.2,0.6,0.2,1.1,0.3
"Rockingham County, New Hampshire",0.4,0.2,0.6,0.2,0.6,0.2
"Strafford County, New Hampshire",0.5,0.3,0.5,0.2,1,0.4
"Sullivan County, New Hampshire",0.4,0.3,0.6,0.4,1.3,0.7
"Atlantic County, New Jersey",0.4,0.2,0.8,0.2,1.1,0.2
"Bergen County, New Jersey",0.3,0.1,0.7,0.1,0.7,0.1
"Burlington County, New Jersey",0.1,0.1,0.3,0.1,0.5,0.1
"Camden County, New Jersey",0.3,0.1,0.8,0.2,1.1,0.2
"Cape May County, New Jersey",0.2,0.1,0.9,0.4,0.8,0.3
"Cumberland County, New Jersey",0.4,0.3,0.8,0.4,0.7,0.3
"Essex County, New Jersey",0.3,0.1,0.9,0.1,1.3,0.2
"Gloucester County, New Jersey",0.1,0.1,0.7,0.2,0.6,0.2
"Hudson County, New Jersey",0.3,0.1,1.3,0.2,1.3,0.2
"Hunterdon County, New Jersey",0.1,0.1,0.2,0.2,0.6,0.3
"Mercer County, New Jersey",0.5,0.2,0.9,0.2,1.6,0.4
"Middlesex County, New Jersey",0.3,0.1,0.6,0.2,1,0.2
"Monmouth County, New Jersey",0.2,0.1,0.8,0.2,0.6,0.1
"Morris County, New Jersey",0.3,0.2,0.8,0.3,0.6,0.1
"Ocean County, New Jersey",0.3,0.1,0.6,0.1,0.8,0.2
"Passaic County, New Jersey",0.4,0.1,0.9,0.2,1,0.2
"Salem County, New Jersey",0.3,0.3,0.7,0.4,1.2,0.6
"Somerset County, New Jersey",0.3,0.1,0.6,0.1,0.8,0.2
"Sussex County, New Jersey",0.2,0.2,0.3,0.1,0.7,0.2
"Union County, New Jersey",0.5,0.1,1.1,0.2,1.1,0.2
"Warren County, New Jersey",0.1,0.1,0.5,0.3,0.9,0.3
"Bernalillo County, New Mexico",0.4,0.1,0.8,0.2,1.4,0.2
"Catron County, New Mexico",2.2,2.6,2.4,2.6,0,2.6
"Chaves County, New Mexico",0.7,0.4,1.6,0.8,2.4,0.8
"Cibola County, New Mexico",4.1,1.9,2,0.7,2.6,1.2
"Colfax County, New Mexico",0.3,0.5,0.4,0.4,1.2,0.9
"Curry County, New Mexico",0.2,0.2,0.3,0.3,1.1,0.5
"De Baca County, New Mexico",1.4,2.3,0,6.7,2.1,3.2
"Doña Ana County, New Mexico",0.7,0.2,0.8,0.3,1.2,0.3
"Eddy County, New Mexico",0.6,0.5,0.7,0.5,2.3,0.8
"Grant County, New Mexico",4.1,2.2,0.6,0.5,1.5,0.7
"Guadalupe County, New Mexico",0.8,1,0.8,1,4.5,3.7
"Harding County, New Mexico",0,17.9,2.5,2.1,5.4,5.1
"Hidalgo County, New Mexico",1.4,1.7,0.8,1.3,1,1.1
"Lea County, New Mexico",0.7,0.5,1.1,0.5,3,1.1
"Lincoln County, New Mexico",0.5,0.7,1.1,1.1,1.9,1.2
"Los Alamos County, New Mexico",0.2,0.3,0.9,0.9,1,0.7
"Luna County, New Mexico",0,0.4,0.9,0.6,1.6,1
"McKinley County, New Mexico",9.6,1,6.6,0.9,8,1.2
"Mora County, New Mexico",7.6,6,0,1.9,3.2,3.2
"Otero County, New Mexico",0.9,0.8,0.2,0.2,1,0.6
"Quay County, New Mexico",0.3,0.4,0.9,0.8,2.1,2
"Rio Arriba County, New Mexico",2.5,1.1,0.7,0.4,3.2,1
"Roosevelt County, New Mexico",0.2,0.3,0.1,0.1,2.4,1.5
"Sandoval County, New Mexico",0.9,0.2,1.3,0.3,1.3,0.3
"San Juan County, New Mexico",2.3,0.4,2.5,0.4,2.8,0.5
"San Miguel County, New Mexico",2.4,1.2,2.3,1.5,2.5,1
"Santa Fe County, New Mexico",0.3,0.1,0.4,0.1,2,0.5
"Sierra County, New Mexico",0.3,0.4,0.9,0.7,4.2,1.9
"Socorro County, New Mexico",1.4,0.7,0.6,0.6,3.6,1.9
"Taos County, New Mexico",0.9,0.6,1.3,0.9,2.1,0.9
"Torrance County, New Mexico",1.3,1.3,1.5,1.5,2.8,1.9
"Union County, New Mexico",0.2,0.4,2,1.9,0,3.1
"Valencia County, New Mexico",0.7,0.4,0.3,0.3,1.8,0.8
"Albany County, New York",0.3,0.1,0.8,0.3,1.2,0.3
"Allegany County, New York",1,0.3,1.4,0.4,2.7,0.6
"Bronx County, New York",0.8,0.1,1,0.1,2,0.2
"Broome County, New York",0.2,0.1,0.4,0.1,1.4,0.3
"Cattaraugus County, New York",1.6,0.4,1.9,0.4,2.9,0.6
"Cayuga County, New York",1.3,0.6,1.5,0.7,1.2,0.5
"Chautauqua County, New York",0.6,0.2,1.5,0.5,1.4,0.3
"Chemung County, New York",0.3,0.2,0.5,0.4,1.7,0.4
"Chenango County, New York",0.4,0.2,0.8,0.4,1.5,0.6
"Clinton County, New York",0.2,0.2,0.5,0.3,1,0.5
"Columbia County, New York",0.3,0.1,0.4,0.2,1.4,0.5
"Cortland County, New York",0.3,0.1,0.5,0.3,1.4,0.4
"Delaware County, New York",0.3,0.2,0.6,0.3,1.1,0.4
"Dutchess County, New York",0.2,0.1,0.5,0.1,0.9,0.3
"Erie County, New York",0.3,0.1,0.9,0.1,1.3,0.2
"Essex County, New York",0.4,0.2,0.5,0.2,1.3,0.6
"Franklin County, New York",0.7,0.4,0.6,0.3,1.1,0.4
"Fulton County, New York",0.3,0.2,0.4,0.3,5.6,1.2
"Genesee County, New York",0.6,0.4,0.7,0.4,1.3,0.4
"Greene County, New York",0.2,0.1,0.8,0.4,1.9,0.7
"Hamilton County, New York",0.7,0.4,0.6,0.4,2.8,2
"Herkimer County, New York",0.2,0.1,1.2,0.6,1,0.4
"Jefferson County, New York",0.6,0.2,0.7,0.3,0.9,0.3
"Kings County, New York",0.3,0.1,0.6,0.1,1.4,0.1
"Lewis County, New York",0.3,0.2,0.5,0.2,1.1,0.5
"Livingston County, New York",0.2,0.1,0.8,0.5,0.9,0.5
"Madison County, New York",0.3,0.2,0.5,0.2,1.5,0.5
"Monroe County, New York",0.3,0.1,0.8,0.1,1.4,0.2
"Montgomery County, New York",0.5,0.3,0.8,0.4,2.1,0.5
"Nassau County, New York",0.2,0.1,0.6,0.1,0.9,0.1
"New York County, New York",0.5,0.1,1,0.1,1,0.1
"Niagara County, New York",0.4,0.2,1.2,0.3,1,0.3
"Oneida County, New York",0.5,0.2,0.7,0.2,1.3,0.2
"Onondaga County, New York",0.3,0.1,0.8,0.2,1.9,0.3
"Ontario County, New York",0.3,0.2,0.5,0.2,0.8,0.3
"Orange County, New York",0.1,0.1,0.6,0.2,1.1,0.2
"Orleans County, New York",0.5,0.4,0.8,0.5,1.2,0.6
"Oswego County, New York",0.5,0.2,0.8,0.3,1.1,0.4
"Otsego County, New York",0.7,0.2,1.2,0.4,1.6,0.4
"Putnam County, New York",0.1,0.1,0.3,0.2,0.2,0.2
"Queens County, New York",0.3,0.1,0.6,0.1,1,0.1
"Rensselaer County, New York",0.3,0.2,0.9,0.2,0.9,0.3
"Richmond County, New York",0.3,0.1,0.6,0.1,1.9,0.3
"Rockland County, New York",0.2,0.1,0.6,0.2,0.6,0.2
"St. Lawrence County, New York",1.6,0.5,1.4,0.4,2.1,0.5
"Saratoga County, New York",0.2,0.2,0.5,0.2,0.7,0.2
"Schenectady County, New York",0.3,0.1,0.5,0.2,0.9,0.2
"Schoharie County, New York",0.5,0.2,0.8,0.3,1.6,0.5
"Schuyler County, New York",0.5,0.3,0.4,0.2,1.1,0.5
"Seneca County, New York",0.6,0.4,1.6,0.9,2.1,0.6
"Steuben County, New York",0.9,0.3,1.3,0.3,2.8,0.5
"Suffolk County, New York",0.2,0.1,0.6,0.1,0.9,0.1
